source	target
In OEP you can search for documents from all government agencies that participate in OEP, and you can request access.	I OEP kan du søke etter dokumenter fra alle statlige virksomheter som er med i OEP og bestille innsyn.
This is the third well to be drilled in the production licence.	Dette er den tredje brønnen som bores i utvinningstillatelsen.
Wellbore 7218/8-1 will be drilled from the Transocean Barents drilling facility at position 72°20’00.70” north and 18°28’38.46” east, following completion of the drilling of wildcat well 7222/11-1 for Det norske oljeselskap in production licence 657.	Brønn 7218/8-1 skal borast frå boreinnretninga Transocean Barents i posisjon 72°20'00,70" nord og 18°28'38,46"aust etter avslutting av boring av undersøkingsbrønn 7222/11-1 for Det norske oljeselskap ASA i utvinningsløyve 657.
By signing the UN Law of the Sea Treaty, Norway has committed itself to chart and document the limits beyond 200 nautical miles from land.	Undertegnelsen av FNs havrettstraktat pålegger Norge å kartlegge og dokumentere yttergrensene ut over 200 nautiske mil fra land.
Under the oil lie large voumes of water.	Under oljen finnes store mengder vann.
The reservoir was found to be as expected, while the reservoir thickness of about 30 metres was a bit thinner than expected.	Reservoaret kom inn om lag som forventet, mens reservoartykkelse på om lag 30 meter var litt tynnere enn forventet.
The licensees in PL169 are:	Rettighetshavere i utvinningstillatelse PL 169 er:
Two appraisal wells with positive results were drilled during the first half of 2010.	Det er boret to avgrensningsbrønner med positive resultater i første halvår 2010.
The well will be drilled about 10 kilometres north of the Gullfaks field.	Brønnen blir bora om lag 10 kilometer nord for Gullfaks feltet.
Rock samples will be collected, and the drilling holes will be logged.	Det vil bli tatt bergartsprøver, og borehullene vil bli logget.
This vessel also tows cables up to a kilometre long containing hydrophones - sensors which pick up the sound waves reflected back from below ground.	Kanonene blir tauet av skip med et haleheng av kilometerlange hydrofonkabler, sensorer som fanger opp lyden som reflekteres tilbake fra berggrunnen.
Volatile organic compounds (nmVOC)	Flyktige organiske forbindelser (nmVOC)
After drilling the discovery well 30/11-8 S, the operator's resource estimate was between 2 and 9 million standard cubic metres (Sm³) of recoverable oil equivalents.	Etter boring av funnbrønnen 30/11-8 S var operatørens ressursanslag på mellom 2 og 9 millioner standardkubikkmeter (Sm³) utvinnbare oljeekvivalenter.
16/1-22 A encountered a total oil column of about 55 metres in the Skagerrak formation, 30 metres of which was in sandstone of varying reservoir quality, from moderate to very good.	16/1-22 A påtraff en total oljekolonne på om lag 55 meter i Skagerrakformasjonen, hvorav 30 meter i sandstein med varierende reservoarkvalitet fra moderat til meget god.
The following licensees are presently registered in the Petroleum Register: Eni Norway AS is the operator with 40 per cent ownership interest.	Følgende rettighetshavere er pr i dag registrert i Petroleumsregistret: Eni Norge AS er operatør med ein del på 40 prosent.
It was drilled to a vertical depth of 4626 metres below the sea surface, and was concluded in rocks presumed to be from the Early Jurassic Age.	Den ble boret til et vertikalt dyp på 4626 meter under havoverflaten, og ble avsluttet i bergarter av antatt tidlig jura alder.
The purpose of the well was to prove petroleum in Upper Cretaceous reservoir rocks in a prospect called Asterix.	Hensikten med brønnen var å påvise petroleum i øvre kritt reservoarbergarter i et prospekt kalt Asterix.
The wells are the first two exploration wells in production licence 301 CS.	Brønnene er de to første letebrønnene i utvinningstillatelse 301 CS.
The well will be drilled about 80 kilometres southwest of Florø.	Brønnen blir bora om lag 80 kilometer sørvest for Florø.
Dana Petroleum	Dana Petroleum
The Norwegian authorities facilitate the establishment of new players, because we believe that this can contribute to increased value creation", says Eriksen.	Norske myndigheiter legg forholda til rette for at nye aktørar kan etablere seg her, for vi har tru på at dette kan bidra til auka verdiskaping, kommenterer Eriksen.
Produced water	Produsert vann
“Good dialogue between the different players is the key to finding good area solutions,” says Mørch.	«God dialog mellom de ulike aktørene er nøkkelen for å finne gode områdeløsninger,» sier Mørch.
The well was not formation-tested, but has provided important information about the extent and quality of the Jurassic and Triassic reservoir rocks.	Brønnen ble ikke formasjonstestet, men har gitt viktig informasjon om utbredelse og kvalitet av jura og trias reservoarbergarter.
The Snadd formation was found to have more varied reservoir properties, but is an aquifer.	Snaddformasjonen ble påtruffet med mer varierte reservoaregenskaper, men er vannførende.
This also covers participation in the various licence committees.	Dette omfatter også deltakelsen i de ulike lisenskomiteene.
Preliminary estimates of the size of the discovery range between 0.5 and 3 million standard cubic metres (Sm3) of recoverable oil equivalents.	Foreløpige beregninger av størrelsen på funnet er mellom 0,5 og 3 millioner standardkubikkmeter (Sm3) utvinnbare oljeekvivalenter.
Fifteen of the 30 nationalities currently working at the yard are represented by (from left) Solemon Lam-boi (Burma), Oo Zaw (Burma), Mohammed Sedig Safi (Afghanistan), Naglingam Rajendrakuar (Sri Lanka), Patricio Arancibio (Chile), Jan Franzen (Sweden), Igor Myadelets (Kazakhstan), Denis Shuvalov (Russia), May Wenche Hammert, managing director (Norway), Bartlomiej Gluch (Poland), Ariel Czubkowski (Poland), Marius Moskal (Poland), Andrzej Osomlski (Poland), Denis Gacanin (Bosnia), Christopher Dynes (UK), Catalin-Alexandru Dorobantu (Romania), Jos Dekker (Netherlands), Milano Ledesma (Philippines) and Omar Rebwar Mohammed (Iraq).	Fra venstre: Solemon Lam-boi (Burma), Oo Zaw (Burma), Mohammed Sedig Safi (Afganistan), Naglingam Rajendrakuar (Sri Lanka), Patricio Arancibio (Chile), Jan Franzen (Sverige), Igor Myadelets (Kasakhstan), Denis Shuvalov (Russland), May Wenche Hammert, administrerende direktør (Norge), Bartlomiej Gluch (Polen), Ariel Czubkowski (Polen), Marius Moskal (Polen), Andrzej Osomlski (Polen), Denis Gacanin (Bosnia), Christopher Dynes (Storbritannia), Catalin-Alexandru Dorobantu (Romania), Jos Dekker (Nederland), Milano Ledesma (Filippinene) og Omar Rebwar Mohammed (Irak).
Preliminary estimates of the size of the discovery are between two and eight million Sm3 recoverable oil.	Foreløpige beregninger av størrelsen på funnet er mellom 2 og 8 millioner Sm3 utvinnbar olje.
“That involves mapping ocean currents, spawning grounds, topography and seabed biology, with physical measurements across huge areas.	Havområdene skal kartlegges i forhold til havstrømmer, gyteplasser, topografi og havbunnsbiologi.
The well was drilled by the Songa Delta drilling facility, which will now proceed to the Coast Centre Base at Ågotnes.	Brønnen ble boret av boreinnretningen Songa Delta som nå går inn til Kystbasen Ågotnes.
Production licence 435 was awarded on 16 February 2007 in APA 2006.	Utvinningsløyve 435 vart delt ut 16. februar 2007 i TFO 2006.
PA Resources Norge AS:	PA Resources Norge AS:
After each phase of the work programme, the licensees must decide within the applicable deadline whether they want to continue the licence on to the next phase.	Etter kvar fase i arbeidsprogrammet må rettshavarane innan gjeldande tidsfrist, avgjere om dei vil vidareføre løyvet til neste fase.
The preliminary accounts for 2003 show a shelf characterized by heavy investments, several new discoveries, an increase in total reserves and record-breaking production.	Det foreløpige regnskapet for 2003 viser en sokkel preget av høyt investeringsnivå, flere nye funn, økning i totale ressurser og rekordhøy petroleumsproduksjon.
But many oil geologists believe that big assets could be concealed in petroleum-bearing strata below the ancient outpourings in the Norwegian Sea.	Men mange oljegeologer mener det kan ligge store verdier gjemt i petroleumsførende bergarter under de vulkanske lagene på sokkelen utenfor Midt-Norge.
With them, they had scientific measurement equipment and supplies for 1.5 years.	Med seg på isen hadde de vitenskapelig måleutstyr og forsyninger for halvannet år.
This is the fourth well drilled in this licence.	Dette er fjerde brønnen som bores i tillatelsen.
The well will be drilled approximately 3 kilometres north of the Edvard Grieg field and approximately 3 kilometres east of the oil discovery 16/1-9 Ivar Aasen in the central part of the North Sea.	Brønnen blir bora om lag 3 kilometer nord for Edvard Griegfeltet og om lag 3 kilometer øst for oljefunnet 16/1-9 Ivar Aasen i midtre del av Nordsjøen.
It will now go to production licence 505 in the mid-North Sea to drill wildcat well 25/10-11 where Marathon Petroleum Norge AS is the operator.	Den skal nå til utvinningstillatelse 505 i den midtre delen av Nordsjøen for å bore undersøkelsesbrønn 25/10-11 der Marathon Petroleum Norge AS er operatør.
Both of the drilling targets encountered rocks of substantial thickness and with good reservoir quality.	Begge boremålene påtraff bergarter av betydelig mektighet og med god reservoarkvalitet.
Here is some of member feedback:	Her er noen tilbakemeldinger fra medlemmene:
Production licence 502 was awarded on 23 January 2009 (APA 2008).	Utvinningsløyve 502 vart tildelt 23. januar 2009 (TFO 2008).
Preliminary estimates place the size of the discovery between 5 and 18 billion standard cubic metres (Sm3) of recoverable gas.	Foreløpig beregning av størrelsen på funnet er mellom 5 og 18 milliarder standard kubikkmeter (Sm3)utvinnbar gass.
The deadline to suggest areas expired on 4 October.	Fristen for å foreslå område gjekk ut 4. oktober.
The objective of Diskos is to streamline data management for both the authorities and the oil companies through joint electronic storage and distribution of such data.	Formålet med Diskos er å effektivisere dataforvaltningen for både myndighetene og oljeselskapene ved en felles elektronisk lagring og distribusjon av slike data.
Chalk reservoirs mean that it takes a long time to produce the oil and gas.	Reservoar av krittstein innebærer at det tar lang tid å produsere oljen og gassen.
Topics: Seismic | Wells | Development and operations	Tema: Seismikk | Brønner | Utbygging og drift
